"","combo","partner_crime","child_crime","stranger_crime","burglary_home_stranger","victim_male","victim_female","victim_unknown_sex","offender_male","offender_female","offender_unknown_sex","victim_minor","victim_adult","offender_minor","offender_adult"
"8845","HOPKINS-KY-2018-4",23,40,28,0,69,54,0,174,68,0,20,100,20,100
"8846","HOPKINS-KY-2018-5",29,36,21,0,69,71,3,192,62,0,5,128,5,128
"8847","HOPKINS-KY-2018-6",59,100,35,0,111,87,3,179,70,0,9,170,9,170
"8848","HOPKINS-KY-2018-7",28,27,14,0,61,71,0,135,56,0,4,124,4,124
"8849","HOPKINS-KY-2018-8",17,45,21,0,99,65,0,174,66,0,38,119,38,119
"8850","HOPKINS-KY-2018-9",25,47,19,0,86,75,8,195,38,0,17,143,17,143
"8851","HORRY-SC-2018-1",292,280,323,0,984,883,5,1588,610,90,104,1751,104,1751
"8852","HORRY-SC-2018-10",346,326,333,2,1012,1026,6,1507,776,150,152,1862,152,1862
"8853","HORRY-SC-2018-11",327,269,334,0,1021,881,8,1545,759,130,141,1759,141,1759
"8854","HORRY-SC-2018-12",329,291,366,8,982,921,10,1418,776,158,102,1796,102,1796
"8855","HORRY-SC-2018-2",248,228,292,0,784,792,15,1451,498,81,116,1456,116,1456
"8856","HORRY-SC-2018-3",465,423,438,0,1170,999,8,1936,646,130,266,1898,266,1898
"8857","HORRY-SC-2018-4",352,332,414,1,995,1008,11,1591,664,125,124,1864,124,1864
"8858","HORRY-SC-2018-5",365,283,403,2,1117,1104,8,2025,808,121,131,2090,131,2090
"8859","HORRY-SC-2018-6",408,299,533,0,1244,1133,2,2058,791,138,172,2195,172,2195
"8860","HORRY-SC-2018-7",473,378,485,0,1308,1185,20,1889,820,203,140,2348,140,2348
"8861","HORRY-SC-2018-8",417,325,474,0,1269,1242,13,1950,776,162,141,2361,141,2361
"8862","HORRY-SC-2018-9",341,247,325,3,890,930,6,1403,629,129,91,1725,91,1725
"8863","HOUGHTON-MI-2018-1",16,15,28,0,25,42,0,57,15,0,4,63,4,63
"8864","HOUGHTON-MI-2018-10",6,13,13,0,51,46,0,54,18,0,2,94,2,94
"8865","HOUGHTON-MI-2018-11",6,3,17,0,28,45,0,53,33,0,4,69,4,69
"8866","HOUGHTON-MI-2018-12",13,12,22,0,23,45,0,69,18,0,4,63,4,63
"8867","HOUGHTON-MI-2018-2",7,13,21,0,29,31,0,57,24,0,4,56,4,56
"8868","HOUGHTON-MI-2018-3",7,11,12,0,30,33,0,55,31,0,1,61,1,61
"8869","HOUGHTON-MI-2018-4",7,11,21,0,32,35,0,74,15,0,8,59,8,59
"8870","HOUGHTON-MI-2018-5",8,11,24,0,32,44,0,58,39,0,7,69,7,69
"8871","HOUGHTON-MI-2018-6",8,21,20,0,44,45,0,47,17,0,8,76,8,76
"8872","HOUGHTON-MI-2018-7",10,15,22,0,51,56,0,65,28,0,10,97,10,97
"8873","HOUGHTON-MI-2018-8",14,9,11,0,49,30,0,57,22,0,8,67,8,67
"8874","HOUGHTON-MI-2018-9",6,10,16,0,38,44,0,75,38,0,16,64,16,64
"8875","HOUSTON-TN-2018-1",0,2,1,0,7,10,0,15,3,7,2,15,2,15
"8876","HOUSTON-TN-2018-10",5,3,1,0,6,10,0,7,1,12,2,14,2,14
"8877","HOUSTON-TN-2018-11",1,3,1,0,9,4,0,9,3,7,0,13,0,13
"8878","HOUSTON-TN-2018-12",2,5,2,0,9,6,6,17,9,2,0,15,0,15
"8879","HOUSTON-TN-2018-2",4,4,3,0,7,7,0,13,2,6,2,12,2,12
"8880","HOUSTON-TN-2018-3",2,8,3,0,11,10,0,14,9,6,2,19,2,19
"8881","HOUSTON-TN-2018-4",2,8,1,0,12,10,0,15,12,3,2,20,2,20
"8882","HOUSTON-TN-2018-5",7,6,6,0,19,17,1,13,4,28,1,36,1,36
"8883","HOUSTON-TN-2018-6",14,18,14,0,27,25,0,54,9,2,2,48,2,48
"8884","HOUSTON-TN-2018-7",3,4,7,0,28,17,2,23,12,21,1,45,1,45
"8885","HOUSTON-TN-2018-8",7,11,8,0,22,17,2,20,18,17,1,40,1,40
"8886","HOUSTON-TN-2018-9",5,7,8,0,7,14,0,19,6,4,0,21,0,21
"8887","HOUSTON-TX-2018-1",0,0,0,0,19,7,0,7,1,0,0,26,0,26
"8888","HOUSTON-TX-2018-10",1,0,0,0,13,8,0,7,7,0,0,21,0,21
"8889","HOUSTON-TX-2018-11",0,0,0,0,13,4,0,13,1,0,0,16,0,16
"8890","HOUSTON-TX-2018-12",3,2,2,0,1,3,0,5,1,0,2,2,2,2
"8891","HOUSTON-TX-2018-2",2,1,1,0,9,12,0,11,6,0,3,18,3,18
"8892","HOUSTON-TX-2018-3",6,4,6,0,13,11,0,16,5,0,2,21,2,21
"8893","HOUSTON-TX-2018-4",2,2,1,0,10,13,1,7,6,1,3,20,3,20
"8894","HOUSTON-TX-2018-5",2,2,3,0,18,20,0,15,10,1,1,37,1,37
"8895","HOUSTON-TX-2018-6",4,2,3,0,14,10,0,11,5,0,0,24,0,24
"8896","HOUSTON-TX-2018-7",5,4,4,0,12,5,1,5,5,0,0,17,0,17
"8897","HOUSTON-TX-2018-8",1,1,1,0,12,4,0,6,1,0,0,16,0,16
"8898","HOUSTON-TX-2018-9",0,0,0,0,11,12,0,11,4,0,0,22,0,22
"8899","HOWARD-AR-2018-1",6,7,12,0,15,18,0,36,8,3,4,29,4,29
"8900","HOWARD-AR-2018-10",3,9,4,0,16,6,0,30,8,0,7,15,7,15
"8901","HOWARD-AR-2018-11",4,6,7,0,14,12,1,27,5,0,0,26,0,26
"8902","HOWARD-AR-2018-12",4,5,7,0,21,10,0,35,10,2,0,31,0,31
"8903","HOWARD-AR-2018-2",4,8,7,0,7,24,1,38,14,2,3,28,3,28
"8904","HOWARD-AR-2018-3",9,13,21,0,22,29,1,47,25,1,2,49,2,49
"8905","HOWARD-AR-2018-4",2,11,5,0,20,22,0,39,20,5,5,37,5,37
"8906","HOWARD-AR-2018-5",4,6,8,0,25,21,0,34,23,8,2,44,2,44
"8907","HOWARD-AR-2018-6",1,5,4,0,12,17,1,33,10,3,2,27,2,27
"8908","HOWARD-AR-2018-7",3,5,12,0,14,17,0,44,10,0,4,27,4,27
"8909","HOWARD-AR-2018-8",3,8,3,0,21,9,0,32,9,3,2,28,2,28
"8910","HOWARD-AR-2018-9",4,8,8,0,20,25,1,46,15,1,2,42,2,42
"8911","HOWARD-IA-2018-1",4,0,1,0,6,11,0,14,5,0,0,17,0,17
"8912","HOWARD-IA-2018-10",0,0,3,0,3,1,0,3,3,0,0,4,0,4
"8913","HOWARD-IA-2018-11",0,0,0,0,1,1,0,2,1,0,0,2,0,2
"8914","HOWARD-IA-2018-12",1,0,1,0,2,2,0,4,0,0,0,4,0,4
"8915","HOWARD-IA-2018-2",0,0,0,0,8,3,0,15,4,0,0,11,0,11
"8916","HOWARD-IA-2018-3",3,2,5,0,8,8,0,16,3,0,1,15,1,15
"8917","HOWARD-IA-2018-4",1,1,3,0,21,3,0,18,4,0,1,23,1,23
"8918","HOWARD-IA-2018-5",1,1,1,0,3,6,0,5,2,0,0,9,0,9
"8919","HOWARD-IA-2018-6",1,0,0,0,6,7,0,10,4,0,0,13,0,13
"8920","HOWARD-IA-2018-7",0,0,1,0,4,6,0,12,1,0,0,10,0,10
"8921","HOWARD-IA-2018-8",2,0,2,0,6,1,0,6,3,0,0,7,0,7
"8922","HOWARD-IA-2018-9",2,2,2,0,6,3,0,6,1,0,0,9,0,9
"8923","HOWARD-IN-2018-10",2,2,4,0,4,3,0,10,8,0,0,7,0,7
"8924","HOWARD-IN-2018-11",1,1,1,0,2,0,0,15,10,1,0,2,0,2
"8925","HOWARD-IN-2018-12",2,2,2,0,0,2,0,5,2,0,0,2,0,2
"8926","HOWARD-IN-2018-2",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"8927","HOWARD-IN-2018-3",1,1,1,0,2,1,0,8,5,0,1,2,1,2
"8928","HOWARD-IN-2018-4",0,0,1,0,2,0,0,12,6,0,0,2,0,2
"8929","HOWARD-IN-2018-5",0,0,0,0,0,0,0,2,2,0,0,0,0,0
"8930","HOWARD-IN-2018-6",0,0,0,0,3,1,0,3,12,0,0,4,0,4
"8931","HOWARD-IN-2018-7",0,0,0,0,0,1,0,6,3,0,0,1,0,1
"8932","HOWARD-IN-2018-8",1,1,3,0,1,2,0,9,4,0,2,1,2,1
"8933","HOWARD-IN-2018-9",0,0,0,0,1,1,0,6,3,0,0,2,0,2
"8934","HOWARD-NB-2018-1",0,1,0,0,2,0,0,7,4,0,1,1,1,1
"8935","HOWARD-NB-2018-10",1,3,1,0,0,1,2,5,0,0,1,2,1,2
"8936","HOWARD-NB-2018-11",2,3,2,0,7,5,0,10,1,0,2,10,2,10
"8937","HOWARD-NB-2018-12",0,0,0,0,1,0,0,1,0,0,0,1,0,1
"8938","HOWARD-NB-2018-2",2,3,2,0,0,3,0,3,4,0,2,1,2,1
"8939","HOWARD-NB-2018-3",0,1,1,0,5,11,0,13,8,0,2,14,2,14
"8940","HOWARD-NB-2018-4",0,1,0,0,3,1,0,0,1,0,1,3,1,3
"8941","HOWARD-NB-2018-5",1,1,1,0,2,0,0,1,1,0,0,2,0,2
"8942","HOWARD-NB-2018-6",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8943","HOWARD-NB-2018-7",0,1,0,0,1,3,0,9,3,0,0,4,0,4
"8944","HOWARD-NB-2018-8",2,2,2,0,2,5,0,1,0,0,1,6,1,6
"8945","HOWARD-NB-2018-9",1,2,1,0,0,3,0,0,1,0,0,3,0,3
"8946","HOWARD-TX-2018-1",33,17,36,0,74,75,0,135,51,39,11,138,11,138
"8947","HOWARD-TX-2018-10",33,20,32,0,77,76,0,141,50,41,5,148,5,148
"8948","HOWARD-TX-2018-11",38,19,34,0,71,85,0,143,51,40,11,143,11,143
"8949","HOWARD-TX-2018-12",36,19,42,0,98,90,0,161,64,65,6,181,6,181
"8950","HOWARD-TX-2018-2",32,17,37,0,75,68,0,140,39,37,5,136,5,136
"8951","HOWARD-TX-2018-3",42,37,59,0,83,76,0,147,44,26,16,140,16,140
"8952","HOWARD-TX-2018-4",31,19,46,0,95,121,0,160,61,74,11,203,11,203
"8953","HOWARD-TX-2018-5",31,17,46,0,94,84,0,146,71,32,5,173,5,173
"8954","HOWARD-TX-2018-6",28,19,30,0,64,56,0,123,41,32,8,112,8,112
"8955","HOWARD-TX-2018-7",32,20,30,0,67,74,0,159,45,23,10,131,10,131
"8956","HOWARD-TX-2018-8",35,16,40,0,76,76,0,152,55,22,7,145,7,145
"8957","HOWARD-TX-2018-9",32,17,36,0,70,75,0,135,71,34,5,137,5,137
"8958","HUDSPETH-TX-2018-10",1,0,1,0,1,2,0,90,28,0,0,3,0,3
"8959","HUDSPETH-TX-2018-11",1,0,0,0,4,0,0,72,23,0,0,4,0,4
"8960","HUDSPETH-TX-2018-12",2,2,4,0,6,1,0,49,7,0,0,5,0,5
"8961","HUDSPETH-TX-2018-4",0,0,0,0,9,1,0,43,17,0,0,2,0,2
"8962","HUDSPETH-TX-2018-5",1,0,4,0,7,1,0,92,27,1,0,6,0,6
"8963","HUDSPETH-TX-2018-6",2,2,4,0,4,3,0,109,51,1,0,6,0,6
"8964","HUDSPETH-TX-2018-7",0,0,2,0,5,0,0,92,41,0,0,5,0,5
"8965","HUDSPETH-TX-2018-8",1,0,0,0,0,6,0,65,26,0,0,2,0,2
"8966","HUDSPETH-TX-2018-9",0,0,1,0,2,1,0,65,6,0,0,3,0,3
"8967","HUERFANO-CO-2018-1",1,1,2,0,18,10,1,15,7,0,0,28,0,28
"8968","HUERFANO-CO-2018-10",0,0,0,0,4,0,0,3,0,0,0,4,0,4
"8969","HUERFANO-CO-2018-11",5,5,5,0,6,1,0,9,7,0,0,7,0,7
"8970","HUERFANO-CO-2018-12",6,6,7,0,7,9,0,13,9,1,4,12,4,12
"8971","HUERFANO-CO-2018-2",4,1,7,0,10,8,0,20,3,0,1,17,1,17
"8972","HUERFANO-CO-2018-3",0,1,7,0,25,7,0,27,3,0,3,28,3,28
"8973","HUERFANO-CO-2018-4",3,3,4,0,14,17,24,28,26,0,1,30,1,30
"8974","HUERFANO-CO-2018-5",3,1,5,0,17,14,0,22,8,0,2,27,2,27
"8975","HUERFANO-CO-2018-6",5,2,5,0,12,10,0,16,7,0,1,21,1,21
"8976","HUERFANO-CO-2018-7",4,6,7,0,14,13,0,21,8,0,0,27,0,27
"8977","HUERFANO-CO-2018-8",4,2,4,0,10,24,0,27,18,0,0,34,0,34
"8978","HUERFANO-CO-2018-9",2,1,2,0,7,8,0,15,6,0,2,12,2,12
"8979","HUGHES-OK-2018-1",7,7,4,0,12,13,2,18,3,2,1,24,1,24
"8980","HUGHES-OK-2018-10",7,7,6,0,26,20,6,27,7,0,1,51,1,51
"8981","HUGHES-OK-2018-11",7,8,9,0,21,21,3,38,7,0,2,43,2,43
"8982","HUGHES-OK-2018-12",3,7,12,0,22,25,4,53,30,1,3,48,3,48
"8983","HUGHES-OK-2018-2",5,1,1,0,12,18,2,44,4,2,2,30,2,30
"8984","HUGHES-OK-2018-3",5,3,3,0,11,13,3,14,10,0,0,27,0,27
"8985","HUGHES-OK-2018-4",5,5,1,0,10,25,10,32,14,0,3,42,3,42
"8986","HUGHES-OK-2018-5",6,12,6,0,10,24,13,34,15,4,1,46,1,46
"8987","HUGHES-OK-2018-6",13,9,16,0,18,32,6,39,15,5,1,55,1,55
"8988","HUGHES-OK-2018-7",5,14,6,0,19,21,17,42,17,9,2,55,2,55
"8989","HUGHES-OK-2018-8",9,12,8,0,13,22,10,54,11,4,7,38,7,38
"8990","HUGHES-OK-2018-9",1,2,2,0,24,21,2,24,4,8,1,46,1,46
"8991","HUGHES-SD-2018-1",14,17,30,0,28,36,1,58,13,0,7,57,7,57
"8992","HUGHES-SD-2018-10",4,10,49,0,48,46,0,64,29,2,18,76,18,76
"8993","HUGHES-SD-2018-11",6,9,27,0,52,30,0,67,24,0,6,76,6,76
"8994","HUGHES-SD-2018-12",7,19,36,0,32,52,0,60,36,0,10,74,10,74
"8995","HUGHES-SD-2018-2",11,11,33,0,32,38,0,66,30,0,7,63,7,63
"8996","HUGHES-SD-2018-3",15,23,39,0,49,47,0,92,44,0,10,85,10,85
"8997","HUGHES-SD-2018-4",8,8,26,0,27,27,0,55,13,0,6,46,6,46
"8998","HUGHES-SD-2018-5",9,14,41,0,100,78,1,153,35,0,8,170,8,170
"8999","HUGHES-SD-2018-6",10,22,41,0,44,84,0,54,68,0,6,122,6,122
"9000","HUGHES-SD-2018-7",3,4,23,0,52,33,0,47,43,0,6,79,6,79
"9001","HUGHES-SD-2018-8",16,21,29,0,49,35,1,59,35,0,5,79,5,79
"9002","HUGHES-SD-2018-9",12,23,33,0,43,62,0,70,40,0,25,80,25,80
"9003","HUMBOLDT-IA-2018-1",0,0,0,0,3,4,0,2,1,0,0,7,0,7
"9004","HUMBOLDT-IA-2018-10",0,0,0,0,7,3,0,8,0,0,0,10,0,10
"9005","HUMBOLDT-IA-2018-11",1,0,1,0,7,3,0,4,1,0,0,10,0,10
"9006","HUMBOLDT-IA-2018-12",0,2,0,0,7,6,0,7,1,0,1,12,1,12
"9007","HUMBOLDT-IA-2018-2",1,1,1,0,3,5,0,1,0,0,0,8,0,8
"9008","HUMBOLDT-IA-2018-3",0,0,0,0,5,3,0,2,0,0,0,8,0,8
"9009","HUMBOLDT-IA-2018-4",0,0,0,0,1,3,0,2,0,0,0,4,0,4
"9010","HUMBOLDT-IA-2018-5",1,0,0,0,9,5,0,2,2,0,0,14,0,14
"9011","HUMBOLDT-IA-2018-6",0,0,0,0,8,4,0,0,0,0,1,11,1,11
"9012","HUMBOLDT-IA-2018-7",2,1,1,0,10,8,0,5,2,0,1,17,1,17
"9013","HUMBOLDT-IA-2018-8",0,0,1,0,4,4,0,3,1,0,0,8,0,8
"9014","HUMBOLDT-IA-2018-9",1,0,1,0,8,6,0,6,2,0,0,14,0,14
"9015","HUMPHREYS-TN-2018-1",12,11,10,0,82,20,0,82,74,18,2,100,2,100
"9016","HUMPHREYS-TN-2018-10",9,6,8,0,30,27,0,80,19,16,2,55,2,55
"9017","HUMPHREYS-TN-2018-11",11,7,9,0,22,30,0,85,28,11,8,44,8,44
"9018","HUMPHREYS-TN-2018-12",10,4,6,0,28,26,0,90,29,7,1,53,1,53
"9019","HUMPHREYS-TN-2018-2",11,8,10,0,37,23,1,67,25,30,1,60,1,60
"9020","HUMPHREYS-TN-2018-3",14,11,15,0,32,16,0,101,59,23,0,47,0,47
"9021","HUMPHREYS-TN-2018-4",9,6,6,0,44,23,2,72,22,34,0,67,0,67
"9022","HUMPHREYS-TN-2018-5",23,16,21,0,31,32,2,72,30,27,6,57,6,57
"9023","HUMPHREYS-TN-2018-6",18,12,11,0,66,26,1,105,43,18,7,85,7,85
"9024","HUMPHREYS-TN-2018-7",8,4,3,0,49,55,1,90,54,31,8,97,8,97
"9025","HUMPHREYS-TN-2018-8",11,11,11,0,33,29,0,80,27,17,1,61,1,61
"9026","HUMPHREYS-TN-2018-9",11,9,10,0,25,22,1,57,32,17,3,44,3,44
"9027","HUNT-TX-2018-1",6,2,5,0,17,44,8,115,57,0,10,47,10,47
"9028","HUNT-TX-2018-10",4,2,1,0,17,22,0,38,28,0,2,37,2,37
"9029","HUNT-TX-2018-11",16,11,10,0,20,23,0,88,33,0,8,35,8,35
"9030","HUNT-TX-2018-12",9,6,14,0,43,23,3,57,26,1,3,54,3,54
"9031","HUNT-TX-2018-2",7,5,8,1,11,13,0,63,24,0,1,21,1,21
"9032","HUNT-TX-2018-3",6,6,8,0,10,32,0,74,27,0,5,36,5,36
"9033","HUNT-TX-2018-4",7,1,0,0,15,15,1,47,15,0,4,25,4,25
"9034","HUNT-TX-2018-5",1,0,5,0,15,9,0,53,16,1,2,22,2,22
"9035","HUNT-TX-2018-6",8,7,8,0,10,15,0,69,30,0,0,20,0,20
"9036","HUNT-TX-2018-7",7,6,10,0,22,20,0,69,37,0,5,37,5,37
"9037","HUNT-TX-2018-8",7,7,6,0,12,19,0,51,30,0,5,25,5,25
"9038","HUNT-TX-2018-9",2,3,9,0,19,12,0,60,24,0,6,25,6,25
"9039","HUNTINGTON-IN-2018-10",2,2,3,0,0,4,0,4,0,0,2,2,2,2
"9040","HUNTINGTON-IN-2018-11",0,0,0,0,0,0,0,2,0,0,0,0,0,0
"9041","HUNTINGTON-IN-2018-12",1,0,0,0,0,1,0,4,1,0,0,1,0,1
"9042","HUNTINGTON-IN-2018-2",0,0,0,0,0,0,0,2,0,0,0,0,0,0
"9043","HUNTINGTON-IN-2018-3",0,0,3,0,3,0,0,5,2,0,0,3,0,3
"9044","HUNTINGTON-IN-2018-4",1,1,1,0,0,2,0,1,1,0,1,1,1,1
"9045","HUNTINGTON-IN-2018-5",0,0,0,0,0,0,0,2,2,0,0,0,0,0
"9046","HUNTINGTON-IN-2018-6",1,1,1,0,1,0,0,10,0,0,1,0,1,0
"9047","HUNTINGTON-IN-2018-7",3,3,0,0,2,1,0,3,0,0,1,2,1,2
"9048","HUNTINGTON-IN-2018-8",0,0,1,0,1,0,0,3,1,0,0,1,0,1
"9049","HUNTINGTON-IN-2018-9",0,0,1,0,1,0,0,7,0,0,0,1,0,1
"9050","HURON-MI-2018-1",5,7,4,0,23,24,0,19,9,0,3,44,3,44
"9051","HURON-MI-2018-10",10,10,13,0,26,28,0,26,6,1,13,40,13,40
"9052","HURON-MI-2018-11",9,9,9,0,19,25,0,23,4,0,7,37,7,37
"9053","HURON-MI-2018-12",11,16,21,0,30,27,0,36,11,1,10,47,10,47
"9054","HURON-MI-2018-2",4,6,7,0,18,25,0,17,7,0,1,42,1,42
"9055","HURON-MI-2018-3",8,8,9,0,15,26,0,28,13,0,7,33,7,33
"9056","HURON-MI-2018-4",3,6,5,0,28,24,0,24,16,0,3,47,3,47
"9057","HURON-MI-2018-5",9,11,16,0,25,35,0,36,6,1,4,55,4,55
"9058","HURON-MI-2018-6",4,14,6,0,28,26,0,20,11,0,6,48,6,48
"9059","HURON-MI-2018-7",9,16,22,0,29,36,0,20,19,7,6,57,6,57
"9060","HURON-MI-2018-8",7,11,5,0,23,29,0,30,16,0,6,45,6,45
"9061","HURON-MI-2018-9",4,11,6,0,22,26,0,14,13,1,8,37,8,37
"9062","HURON-OH-2018-1",9,17,10,0,34,40,4,64,23,9,11,65,11,65
"9063","HURON-OH-2018-10",12,25,17,0,56,57,8,109,35,11,24,95,24,95
"9064","HURON-OH-2018-11",8,10,6,0,27,39,0,55,30,4,7,58,7,58
"9065","HURON-OH-2018-12",5,14,5,0,29,36,1,73,31,2,3,63,3,63
"9066","HURON-OH-2018-2",8,25,16,0,27,47,1,68,29,6,13,60,13,60
"9067","HURON-OH-2018-3",3,10,7,0,31,32,1,52,20,12,3,61,3,61
"9068","HURON-OH-2018-4",6,13,9,0,37,41,1,60,18,16,4,74,4,74
"9069","HURON-OH-2018-5",5,12,4,0,25,32,9,52,15,7,4,56,4,56
"9070","HURON-OH-2018-6",2,8,4,0,28,33,3,51,15,5,1,58,1,58
"9071","HURON-OH-2018-7",8,11,11,0,44,39,4,74,18,17,3,81,3,81
"9072","HURON-OH-2018-8",8,14,13,0,62,80,4,66,33,33,16,127,16,127
"9073","HURON-OH-2018-9",8,16,11,0,43,45,1,82,25,4,12,77,12,77
"9074","HUTCHINSON-SD-2018-1",0,0,1,0,1,0,0,1,1,0,0,1,0,1
"9075","HUTCHINSON-SD-2018-10",0,0,0,0,0,0,0,4,0,0,0,0,0,0
"9076","HUTCHINSON-SD-2018-11",0,0,0,0,5,0,0,2,0,1,0,5,0,5
"9077","HUTCHINSON-SD-2018-12",1,0,0,0,0,2,0,2,0,1,0,2,0,2
"9078","HUTCHINSON-SD-2018-2",0,1,1,0,1,1,0,3,0,0,1,0,1,0
"9079","HUTCHINSON-SD-2018-3",0,0,0,0,2,1,0,0,1,0,1,2,1,2
"9080","HUTCHINSON-SD-2018-4",0,0,0,0,0,0,0,1,2,0,0,0,0,0
"9081","HUTCHINSON-SD-2018-5",2,2,2,0,4,2,0,2,1,3,1,5,1,5
"9082","HUTCHINSON-SD-2018-6",1,1,0,0,3,1,0,4,1,0,1,3,1,3
"9083","HUTCHINSON-SD-2018-7",1,0,1,0,0,3,0,1,2,1,1,2,1,2
"9084","HUTCHINSON-SD-2018-8",1,1,1,0,2,1,0,1,0,2,1,2,1,2
"9085","HUTCHINSON-SD-2018-9",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"9086","HUTCHINSON-TX-2018-1",10,7,14,0,51,45,0,73,20,46,10,84,10,84
"9087","HUTCHINSON-TX-2018-10",13,4,14,0,28,58,0,41,27,42,8,76,8,76
"9088","HUTCHINSON-TX-2018-11",11,8,11,0,39,42,0,54,11,32,11,69,11,69
"9089","HUTCHINSON-TX-2018-12",11,3,10,0,51,40,0,56,29,27,7,76,7,76
"9090","HUTCHINSON-TX-2018-2",8,3,9,0,43,54,2,47,25,54,7,88,7,88
"9091","HUTCHINSON-TX-2018-3",6,4,15,0,40,52,0,39,28,44,2,89,2,89
"9092","HUTCHINSON-TX-2018-4",11,6,6,0,34,50,0,29,15,52,5,78,5,78
"9093","HUTCHINSON-TX-2018-5",16,8,10,0,33,51,0,51,33,23,5,78,5,78
"9094","HUTCHINSON-TX-2018-6",16,5,14,0,61,63,0,74,30,51,6,116,6,116
"9095","HUTCHINSON-TX-2018-7",21,11,18,0,59,65,0,75,28,46,4,115,4,115
"9096","HUTCHINSON-TX-2018-8",16,7,8,0,42,40,1,46,14,39,3,79,3,79
"9097","HUTCHINSON-TX-2018-9",15,7,14,0,53,41,1,57,19,44,9,82,9,82
"9098","IBERVILLE-LA-2018-1",5,9,12,0,25,23,0,29,7,0,6,42,6,42
"9099","IBERVILLE-LA-2018-10",5,6,8,0,7,10,0,12,6,0,0,17,0,17
"9100","IBERVILLE-LA-2018-11",3,5,2,0,12,18,0,14,4,0,1,29,1,29
"9101","IBERVILLE-LA-2018-12",1,1,2,0,12,3,0,8,6,0,0,15,0,15
"9102","IBERVILLE-LA-2018-2",6,17,16,0,22,39,0,22,19,0,7,54,7,54
"9103","IBERVILLE-LA-2018-3",2,5,2,0,16,16,0,17,8,0,2,30,2,30
"9104","IBERVILLE-LA-2018-4",7,15,6,0,19,27,0,20,11,0,1,45,1,45
"9105","IBERVILLE-LA-2018-5",3,4,5,0,6,17,0,16,8,0,0,23,0,23
"9106","IBERVILLE-LA-2018-6",3,8,12,0,23,27,0,23,21,0,7,43,7,43
"9107","IBERVILLE-LA-2018-7",4,10,10,0,21,18,0,29,12,0,1,38,1,38
"9108","IBERVILLE-LA-2018-8",6,11,6,0,14,21,0,12,11,0,0,34,0,34
"9109","IBERVILLE-LA-2018-9",5,12,11,0,18,17,0,17,9,0,2,33,2,33
"9110","IDA-IA-2018-1",0,0,0,0,0,1,0,0,2,0,0,1,0,1
"9111","IDA-IA-2018-10",6,4,9,0,7,10,0,15,5,1,0,17,0,17
"9112","IDA-IA-2018-11",0,0,0,0,1,0,0,1,0,0,0,1,0,1
"9113","IDA-IA-2018-12",0,0,0,0,0,1,0,0,0,0,0,1,0,1
"9114","IDA-IA-2018-2",0,1,1,0,0,1,0,1,0,0,1,0,1,0
"9115","IDA-IA-2018-3",2,1,1,0,4,3,0,15,4,0,1,6,1,6
"9116","IDA-IA-2018-4",2,1,1,0,3,4,0,16,4,2,0,7,0,7
"9117","IDA-IA-2018-5",0,0,1,0,2,3,0,1,1,3,0,5,0,5
"9118","IDA-IA-2018-6",5,2,5,0,14,3,0,16,5,1,0,17,0,17
"9119","IDA-IA-2018-7",8,8,13,1,13,18,0,25,4,7,1,30,1,30
"9120","IDA-IA-2018-8",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"9121","IDA-IA-2018-9",1,3,3,0,16,8,0,23,8,3,0,24,0,24
"9122","IDAHO-ID-2018-1",1,1,3,0,15,5,0,22,19,0,1,19,1,19
"9123","IDAHO-ID-2018-10",4,3,2,0,5,5,0,20,2,0,1,9,1,9
"9124","IDAHO-ID-2018-11",7,6,5,0,8,11,0,27,12,0,2,17,2,17
"9125","IDAHO-ID-2018-12",19,13,27,0,33,12,0,54,12,0,0,45,0,45
"9126","IDAHO-ID-2018-2",6,4,4,0,8,8,0,30,17,0,2,14,2,14
"9127","IDAHO-ID-2018-3",8,4,3,0,13,18,0,27,12,0,2,28,2,28
"9128","IDAHO-ID-2018-4",10,5,7,0,7,18,0,32,3,0,2,23,2,23
"9129","IDAHO-ID-2018-5",4,2,6,0,20,19,0,45,24,0,1,38,1,38
"9130","IDAHO-ID-2018-6",9,5,13,0,19,11,0,35,9,0,2,28,2,28
"9131","IDAHO-ID-2018-7",4,8,10,0,10,13,0,25,5,0,4,19,4,19
"9132","IDAHO-ID-2018-8",5,5,4,0,9,8,0,46,29,0,1,16,1,16
"9133","IDAHO-ID-2018-9",5,5,10,0,12,13,0,18,14,0,0,25,0,25
"9134","INDEPENDENCE-AR-2018-1",25,40,22,0,85,76,5,154,52,12,26,134,26,134
"9135","INDEPENDENCE-AR-2018-10",25,37,39,0,55,83,5,130,56,7,12,124,12,124
"9136","INDEPENDENCE-AR-2018-11",17,43,31,0,98,78,8,159,48,18,16,157,16,157
"9137","INDEPENDENCE-AR-2018-12",22,32,25,0,70,131,0,118,95,26,17,183,17,183
"9138","INDEPENDENCE-AR-2018-2",25,40,31,0,55,61,0,87,53,4,14,101,14,101
"9139","INDEPENDENCE-AR-2018-3",19,42,35,0,65,77,5,119,62,12,9,137,9,137
"9140","INDEPENDENCE-AR-2018-4",20,38,26,0,101,67,2,140,40,14,15,150,15,150
