combo,partner_crime,child_crime,stranger_crime,burglary_home_stranger,property_rel,victim_male,victim_female,victim_unknown_sex,offender_male,offender_female,offender_unknown_sex,victim_minor,victim_adult,offender_minor,offender_adult,property_crime,person_crime,society_crime
TODD-KY-2019-7,2,5,0,0,NA,6,11,2,17,12,2,0,18,0,18,18,9,10
TODD-KY-2019-8,0,2,0,0,NA,6,2,0,16,4,0,0,8,0,8,6,2,19
TODD-KY-2019-9,0,1,1,0,NA,7,10,1,27,15,1,0,16,0,16,29,5,14
TOLLAND-CT-2019-1,6,6,13,0,NA,39,27,0,54,23,0,4,62,4,62,63,24,36
TOLLAND-CT-2019-10,9,6,7,0,NA,30,46,0,44,13,0,2,74,2,74,88,12,34
TOLLAND-CT-2019-11,7,8,14,0,NA,36,42,0,65,27,0,9,66,9,66,73,25,56
TOLLAND-CT-2019-12,8,8,7,0,NA,46,33,0,52,13,0,6,73,6,73,75,21,34
TOLLAND-CT-2019-2,2,5,7,0,NA,58,34,0,57,24,0,1,85,1,85,100,16,40
TOLLAND-CT-2019-3,4,7,13,0,NA,36,36,0,49,22,0,3,68,3,68,65,18,50
TOLLAND-CT-2019-4,3,5,12,0,NA,54,43,0,46,25,0,5,92,5,92,103,20,38
TOLLAND-CT-2019-5,8,3,6,0,NA,28,33,0,55,19,0,0,61,0,61,68,12,56
TOLLAND-CT-2019-6,8,6,10,0,NA,31,30,0,33,43,0,3,56,3,56,71,16,42
TOLLAND-CT-2019-7,6,4,1,0,NA,28,51,0,48,16,0,7,72,7,72,85,15,31
TOLLAND-CT-2019-8,9,12,11,0,NA,62,46,0,64,28,0,5,103,5,103,124,22,33
TOLLAND-CT-2019-9,20,20,21,0,NA,83,64,0,123,21,0,18,128,18,128,137,45,61
TOM GREEN-TX-2019-1,110,61,104,0,NA,298,319,1,390,195,1,42,572,42,572,514,218,164
TOM GREEN-TX-2019-10,108,80,105,0,NA,304,332,2,416,184,2,39,582,39,582,490,256,143
TOM GREEN-TX-2019-11,115,79,82,0,NA,262,343,1,379,145,1,29,573,29,573,503,226,101
TOM GREEN-TX-2019-12,109,58,74,0,NA,206,257,0,382,183,0,31,428,31,428,373,229,182
TOM GREEN-TX-2019-2,98,68,111,0,NA,299,295,2,432,223,2,35,556,35,556,455,256,175
TOM GREEN-TX-2019-3,120,64,117,0,NA,279,329,2,364,203,2,37,569,37,569,474,273,102
TOM GREEN-TX-2019-4,107,64,129,0,NA,328,357,3,466,245,3,39,642,39,642,553,270,185
TOM GREEN-TX-2019-5,139,90,170,0,NA,296,360,6,394,245,6,63,590,63,590,452,335,106
TOM GREEN-TX-2019-6,98,55,127,0,NA,356,367,3,385,238,3,24,695,24,695,574,275,120
TOM GREEN-TX-2019-7,130,79,148,0,NA,374,397,0,418,246,0,25,743,25,743,586,329,110
TOM GREEN-TX-2019-8,140,90,124,0,NA,378,347,5,491,251,5,30,693,30,693,545,329,206
TOM GREEN-TX-2019-9,126,81,109,0,NA,280,317,4,376,165,4,34,555,34,555,457,267,106
TOOELE-UT-2019-1,8,6,13,0,NA,51,31,36,77,89,36,7,75,7,75,81,18,83
TOOELE-UT-2019-10,8,8,11,0,NA,17,16,0,39,13,0,10,23,10,23,36,16,21
TOOELE-UT-2019-11,4,4,11,0,NA,24,9,4,22,11,4,11,22,11,22,27,17,4
TOOELE-UT-2019-12,6,6,7,0,NA,4,18,0,33,9,0,2,19,2,19,14,13,21
TOOELE-UT-2019-2,12,12,16,0,NA,30,16,8,53,22,8,8,32,8,32,41,19,35
TOOELE-UT-2019-3,19,21,9,0,NA,38,67,8,81,44,8,0,105,0,105,89,11,80
TOOELE-UT-2019-4,2,2,4,0,NA,46,20,10,31,63,10,3,53,3,53,63,9,53
TOOELE-UT-2019-5,18,18,21,0,NA,35,40,2,44,44,2,15,60,15,60,63,28,45
TOOELE-UT-2019-6,22,22,12,0,NA,33,31,0,50,27,0,19,43,19,43,57,31,17
TOOELE-UT-2019-7,28,31,26,0,NA,26,48,0,51,34,0,34,38,34,38,37,42,24
TOOELE-UT-2019-8,4,8,12,0,NA,45,32,0,36,33,0,13,61,13,61,62,26,15
TOOELE-UT-2019-9,16,21,27,0,NA,36,61,5,84,44,5,38,59,38,59,45,43,63
TOOLE-MT-2019-1,9,9,10,0,NA,11,2,0,14,2,0,0,13,0,13,4,10,3
TOOLE-MT-2019-10,0,1,2,0,NA,7,5,0,8,5,0,1,11,1,11,13,3,7
TOOLE-MT-2019-11,1,2,2,0,NA,6,5,0,14,4,0,0,11,0,11,12,3,6
TOOLE-MT-2019-12,6,6,6,0,NA,4,4,0,3,7,0,1,7,1,7,1,7,2
TOOLE-MT-2019-2,2,2,2,0,NA,2,4,0,7,0,0,0,6,0,6,4,2,6
TOOLE-MT-2019-3,9,8,8,0,NA,6,7,0,19,1,0,2,11,2,11,4,9,11
TOOLE-MT-2019-4,6,6,6,0,NA,3,8,0,16,6,0,2,9,2,9,1,10,13
TOOLE-MT-2019-5,0,1,1,0,NA,2,7,0,4,8,0,0,9,0,9,7,3,7
TOOLE-MT-2019-6,3,2,7,0,NA,9,3,0,14,1,0,1,11,1,11,6,8,6
TOOLE-MT-2019-7,2,4,3,0,NA,5,6,0,15,6,0,1,10,1,10,6,8,10
TOOLE-MT-2019-8,1,3,2,0,NA,8,6,1,7,15,1,2,13,2,13,14,3,10
TOOLE-MT-2019-9,7,6,6,0,NA,13,5,0,13,10,0,4,14,4,14,15,7,9
TOWNER-ND-2019-1,1,0,0,0,NA,1,1,0,4,6,0,0,2,0,2,4,1,5
TOWNER-ND-2019-10,0,0,0,0,NA,0,0,0,2,4,0,0,0,0,0,3,0,3
TOWNER-ND-2019-11,1,0,0,0,NA,1,2,0,2,0,0,0,3,0,3,4,1,1
TOWNER-ND-2019-12,1,0,0,0,NA,13,2,0,22,12,0,0,15,0,15,18,1,17
TOWNER-ND-2019-2,1,1,1,0,NA,0,2,0,11,5,0,1,1,1,1,3,1,12
TOWNER-ND-2019-3,1,1,2,0,NA,6,2,0,12,8,0,1,7,1,7,4,4,14
TOWNER-ND-2019-4,0,2,0,0,NA,5,1,0,18,5,0,0,6,0,6,2,2,19
TOWNER-ND-2019-5,1,2,1,0,NA,1,3,0,8,5,0,2,2,2,2,2,2,9
TOWNER-ND-2019-6,0,1,0,0,NA,3,1,0,12,1,0,0,4,0,4,8,1,5
TOWNER-ND-2019-7,0,0,1,0,NA,1,0,0,5,7,0,0,1,0,1,3,1,8
TOWNER-ND-2019-8,1,1,2,0,NA,2,1,0,9,7,0,1,2,1,2,5,2,9
TOWNER-ND-2019-9,0,2,0,0,NA,1,4,0,13,6,0,1,4,1,4,4,2,14
TRAILL-ND-2019-1,2,1,1,0,NA,7,2,0,15,0,0,0,9,0,9,7,4,7
TRAILL-ND-2019-10,2,0,0,0,NA,8,6,0,8,1,0,0,14,0,14,14,2,4
TRAILL-ND-2019-11,0,0,0,0,NA,2,4,0,5,0,0,0,6,0,6,9,0,0
TRAILL-ND-2019-12,4,3,3,0,NA,8,3,0,5,5,0,3,8,3,8,9,4,0
TRAILL-ND-2019-2,1,1,0,0,NA,4,2,0,12,3,0,1,5,1,5,6,2,8
TRAILL-ND-2019-3,0,1,1,0,NA,2,2,0,12,7,0,1,3,1,3,8,1,12
TRAILL-ND-2019-4,2,3,2,0,NA,3,48,0,34,19,0,1,50,1,50,43,11,2
TRAILL-ND-2019-5,0,4,0,0,NA,9,9,0,5,19,0,0,17,0,17,19,4,2
TRAILL-ND-2019-6,3,2,3,0,NA,12,4,0,13,5,0,0,16,0,16,13,4,6
TRAILL-ND-2019-7,2,1,18,0,NA,18,6,0,24,0,0,0,24,0,24,3,23,0
TRAILL-ND-2019-8,4,2,2,0,NA,5,4,0,12,0,0,2,7,2,7,8,4,3
TRAILL-ND-2019-9,0,0,0,0,NA,6,6,0,14,4,0,0,12,0,12,13,1,10
TRAVIS-TX-2019-1,18,15,33,0,NA,85,69,0,164,64,0,25,122,25,122,154,49,106
TRAVIS-TX-2019-10,10,14,63,0,NA,95,86,1,184,67,1,56,120,56,120,165,80,68
TRAVIS-TX-2019-11,20,24,53,0,NA,93,77,0,162,52,0,26,130,26,130,139,79,53
TRAVIS-TX-2019-12,5,8,10,0,NA,96,84,7,147,60,7,13,164,13,164,214,21,74
TRAVIS-TX-2019-2,19,16,36,0,NA,73,76,0,135,72,0,29,110,29,110,146,55,80
TRAVIS-TX-2019-3,15,18,29,0,NA,52,55,0,137,56,0,15,90,15,90,113,49,72
TRAVIS-TX-2019-4,23,22,48,0,NA,94,67,6,175,86,6,34,120,34,120,185,59,91
TRAVIS-TX-2019-5,35,34,64,0,NA,91,87,2,225,99,2,47,128,47,128,158,91,146
TRAVIS-TX-2019-6,11,11,10,0,NA,31,46,1,111,65,1,4,69,4,69,131,19,81
TRAVIS-TX-2019-7,10,10,10,1,NA,78,64,4,104,40,4,11,128,11,128,166,24,40
TRAVIS-TX-2019-8,19,14,33,0,NA,83,85,0,178,53,0,17,148,17,148,173,55,67
TRAVIS-TX-2019-9,10,12,28,0,NA,59,73,2,137,47,2,20,108,20,108,126,44,66
TRIGG-KY-2019-1,4,16,1,0,NA,72,19,0,70,23,0,16,68,16,68,64,24,29
TRIGG-KY-2019-10,1,8,19,0,NA,65,7,1,55,31,1,47,24,47,24,23,32,50
TRIGG-KY-2019-11,9,8,16,0,NA,23,11,0,45,8,0,7,25,7,25,30,20,9
TRIGG-KY-2019-12,8,6,9,4,NA,15,7,0,19,0,0,3,17,3,17,13,12,0
TRIGG-KY-2019-2,0,11,0,0,NA,15,22,1,40,7,1,6,30,6,30,27,11,20
TRIGG-KY-2019-3,2,9,3,0,NA,14,11,0,26,7,0,4,21,4,21,16,12,12
TRIGG-KY-2019-4,3,3,0,0,NA,12,7,0,22,13,0,1,17,1,17,19,5,23
TRIGG-KY-2019-5,2,16,1,2,NA,39,19,0,30,38,0,27,22,27,22,31,18,36
TRIGG-KY-2019-6,3,5,1,0,NA,9,7,0,29,15,0,4,12,4,12,19,7,28
TRIGG-KY-2019-7,1,13,3,0,NA,29,16,0,27,22,0,4,41,4,41,42,18,5
TRIGG-KY-2019-8,7,12,4,0,NA,17,11,0,18,17,0,4,24,4,24,14,19,11
TRIGG-KY-2019-9,4,6,3,0,NA,18,17,1,31,9,1,2,33,2,33,26,17,11
TRIMBLE-KY-2019-1,0,1,0,0,NA,4,1,0,4,0,0,0,5,0,5,4,1,0
TRIMBLE-KY-2019-10,1,0,0,0,NA,0,2,0,1,0,0,0,2,0,2,1,1,0
TRIMBLE-KY-2019-11,1,1,1,0,NA,5,1,1,6,3,1,1,6,1,6,4,3,3
TRIMBLE-KY-2019-12,0,1,0,0,NA,0,0,1,2,0,1,0,0,0,0,1,1,0
TRIMBLE-KY-2019-2,0,0,0,0,NA,2,0,0,0,1,0,0,2,0,2,2,0,0
TRIMBLE-KY-2019-3,0,0,0,0,2,2,0,0,2,0,0,0,2,0,2,2,0,0
TRIMBLE-KY-2019-4,0,0,0,0,NA,1,0,0,0,0,0,0,1,0,1,1,0,0
TRIMBLE-KY-2019-5,0,0,1,0,NA,3,0,0,2,0,0,0,2,0,2,2,1,0
TRIMBLE-KY-2019-6,0,0,0,0,NA,2,0,0,1,0,0,0,2,0,2,2,0,1
TRIMBLE-KY-2019-7,1,0,0,0,NA,1,2,0,3,1,0,0,3,0,3,2,1,2
TRIMBLE-KY-2019-8,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0
TRIMBLE-KY-2019-9,0,4,0,0,NA,5,0,0,7,0,0,0,3,0,3,2,4,3
TRIPP-SD-2019-1,7,3,4,0,NA,6,4,0,14,8,0,4,6,4,6,2,10,10
TRIPP-SD-2019-10,1,1,2,0,NA,1,1,0,4,1,0,1,1,1,1,1,2,2
TRIPP-SD-2019-11,4,1,0,0,NA,4,6,0,9,2,0,0,10,0,10,4,7,1
TRIPP-SD-2019-2,6,5,6,0,NA,8,6,0,22,1,0,3,11,3,11,4,12,9
TRIPP-SD-2019-3,0,1,4,0,NA,4,12,0,5,12,0,4,12,4,12,8,8,1
TRIPP-SD-2019-4,5,5,5,0,NA,3,5,0,7,7,0,1,7,1,7,4,6,6
TRIPP-SD-2019-5,1,0,11,0,NA,10,3,0,15,10,0,0,13,0,13,7,12,6
TRIPP-SD-2019-6,1,1,1,0,NA,0,4,0,7,2,0,0,4,0,4,7,1,1
TRIPP-SD-2019-7,1,0,0,0,NA,1,3,0,11,3,0,0,4,0,4,6,1,9
TRIPP-SD-2019-8,1,2,1,0,NA,4,2,0,9,4,0,2,4,2,4,3,4,6
TRIPP-SD-2019-9,4,2,10,0,NA,8,9,0,19,11,0,7,10,7,10,5,14,13
TROUSDALE-TN-2019-1,5,6,8,0,NA,26,28,0,30,16,0,3,51,3,51,44,20,6
TROUSDALE-TN-2019-10,8,8,10,0,NA,15,21,0,23,13,0,5,31,5,31,21,18,8
TROUSDALE-TN-2019-11,4,0,6,0,NA,18,10,0,23,5,0,0,28,0,28,20,11,11
TROUSDALE-TN-2019-12,5,6,11,0,NA,25,19,0,24,10,0,6,38,6,38,30,14,11
TROUSDALE-TN-2019-2,5,8,4,0,NA,15,9,0,25,8,0,0,24,0,24,15,13,10
TROUSDALE-TN-2019-3,7,5,10,0,NA,13,30,0,36,5,0,2,41,2,41,31,15,13
TROUSDALE-TN-2019-4,9,14,9,0,NA,23,15,0,27,16,0,1,37,1,37,25,18,10
TROUSDALE-TN-2019-5,7,11,7,0,NA,23,24,0,22,14,0,1,46,1,46,28,21,6
TROUSDALE-TN-2019-6,6,5,10,0,NA,18,25,1,22,9,1,1,43,1,43,27,20,2
TROUSDALE-TN-2019-7,7,3,7,0,NA,13,18,0,19,10,0,0,31,0,31,17,15,4
TROUSDALE-TN-2019-8,5,2,2,0,NA,17,19,0,21,11,0,1,35,1,35,31,8,14
TROUSDALE-TN-2019-9,2,20,4,0,NA,16,31,0,20,23,0,0,47,0,47,22,29,7
TRUMBULL-OH-2019-1,105,149,112,0,NA,329,504,10,592,235,10,60,768,60,768,656,336,208
TRUMBULL-OH-2019-10,77,148,87,0,NA,316,367,12,370,138,12,51,634,51,634,499,279,109
TRUMBULL-OH-2019-11,86,121,81,0,NA,272,404,4,465,201,4,42,637,42,637,526,278,222
TRUMBULL-OH-2019-12,83,108,80,1,NA,310,390,2,386,150,2,36,661,36,661,570,256,144
TRUMBULL-OH-2019-2,98,133,105,0,NA,312,445,3,471,207,3,62,691,62,691,548,325,204
TRUMBULL-OH-2019-3,103,154,146,0,NA,373,533,4,615,254,4,64,835,64,835,623,429,220
TRUMBULL-OH-2019-4,93,161,119,0,NA,381,491,2,506,247,2,68,798,68,798,653,358,182
TRUMBULL-OH-2019-5,162,233,182,0,NA,454,566,9,621,265,9,77,942,77,942,731,439,203
TRUMBULL-OH-2019-6,78,143,120,0,NA,316,404,2,441,215,2,81,641,81,641,534,301,138
TRUMBULL-OH-2019-7,104,145,117,0,NA,323,404,3,572,221,3,41,685,41,685,572,312,225
TRUMBULL-OH-2019-8,87,127,91,0,NA,281,343,1,435,163,1,45,577,45,577,468,262,157
TRUMBULL-OH-2019-9,92,128,109,0,NA,258,351,1,399,176,1,60,544,60,544,459,248,135
TUCKER-WV-2019-1,0,0,0,0,NA,0,0,0,2,0,0,0,0,0,0,1,0,1
TUCKER-WV-2019-10,1,1,2,0,1,1,1,0,0,2,0,0,2,0,2,0,2,0
TUCKER-WV-2019-11,1,0,0,0,NA,1,1,0,1,0,0,0,2,0,2,1,1,0
TUCKER-WV-2019-12,0,0,0,0,NA,1,1,0,5,0,0,0,2,0,2,2,0,4
TUCKER-WV-2019-2,1,0,0,0,NA,14,12,0,26,1,0,4,22,4,22,24,2,4
TUCKER-WV-2019-3,2,1,1,0,NA,0,3,0,3,0,0,1,2,1,2,1,2,1
TUCKER-WV-2019-4,0,0,0,0,NA,0,0,0,1,4,0,0,0,0,0,3,0,2
TUCKER-WV-2019-5,0,0,2,0,NA,1,1,0,2,1,0,1,1,1,1,0,2,1
TUCKER-WV-2019-6,0,0,0,0,NA,7,5,0,12,2,0,0,12,0,12,11,1,3
TUCKER-WV-2019-7,1,1,1,0,NA,0,1,0,1,0,0,1,0,1,0,1,1,0
TUCKER-WV-2019-8,0,0,0,0,NA,6,0,0,4,0,0,0,6,0,6,8,1,0
TUCKER-WV-2019-9,0,0,2,0,NA,5,1,0,3,3,0,1,5,1,5,7,2,1
TULSA-OK-2019-1,57,58,111,0,NA,224,164,12,358,115,12,28,372,28,372,328,177,100
TULSA-OK-2019-10,58,62,207,0,NA,393,164,23,463,87,23,26,554,26,554,339,322,80
TULSA-OK-2019-11,49,71,86,0,NA,234,192,34,365,146,34,30,427,30,427,404,159,123
TULSA-OK-2019-12,52,71,105,0,NA,196,178,21,242,102,21,17,376,17,376,296,160,51
TULSA-OK-2019-2,28,37,92,0,NA,225,160,4,294,94,4,22,367,22,367,312,138,102
TULSA-OK-2019-3,64,83,118,0,NA,254,172,16,358,110,16,35,406,35,406,341,192,85
TULSA-OK-2019-4,78,97,141,0,NA,237,195,4,297,131,4,42,389,42,389,263,223,99
TULSA-OK-2019-5,60,78,108,0,NA,239,209,7,299,143,7,36,415,36,415,328,187,103
TULSA-OK-2019-6,71,70,100,0,NA,270,182,9,378,90,9,22,434,22,434,366,179,111
TULSA-OK-2019-7,86,94,137,2,NA,322,241,13,368,154,13,38,532,38,532,441,221,89
TULSA-OK-2019-8,60,86,117,0,NA,297,176,15,428,116,15,44,441,44,441,332,231,140
TULSA-OK-2019-9,80,80,210,0,NA,317,178,18,396,98,18,30,483,30,483,301,275,90
TURNER-SD-2019-1,1,3,0,0,NA,6,4,0,9,1,0,1,9,1,9,5,5,2
TURNER-SD-2019-10,5,7,7,0,NA,5,11,0,9,6,0,6,10,6,10,8,9,2
TURNER-SD-2019-11,0,0,2,0,NA,13,8,0,6,1,0,0,21,0,21,19,2,5
TURNER-SD-2019-12,8,7,13,0,NA,12,12,0,16,5,0,1,23,1,23,14,14,3
TURNER-SD-2019-2,3,4,3,0,NA,6,3,0,7,0,0,0,8,0,8,5,4,0
TURNER-SD-2019-3,4,4,5,0,NA,6,4,0,16,4,0,2,7,2,7,11,5,7
TURNER-SD-2019-4,0,1,0,0,NA,9,4,0,9,3,0,0,12,0,12,12,1,9
TURNER-SD-2019-5,0,2,2,0,NA,8,3,0,10,3,0,0,10,0,10,7,4,6
TURNER-SD-2019-6,0,1,3,0,NA,6,4,2,13,3,2,1,9,1,9,10,3,6
TURNER-SD-2019-7,6,6,5,0,NA,4,9,0,11,2,0,6,7,6,7,6,7,4
TURNER-SD-2019-8,0,0,6,0,NA,13,12,0,15,10,0,1,21,1,21,21,7,6
TURNER-SD-2019-9,1,5,7,0,NA,8,7,0,11,6,0,4,11,4,11,10,7,7
TUSCARAWAS-OH-2019-1,16,39,9,0,NA,53,49,7,123,55,7,5,104,5,104,103,58,48
TUSCARAWAS-OH-2019-10,16,34,14,0,NA,36,41,7,123,41,7,15,69,15,69,69,44,72
TUSCARAWAS-OH-2019-11,18,30,10,0,NA,50,64,5,138,93,5,5,112,5,112,127,51,75
TUSCARAWAS-OH-2019-12,16,27,11,0,NA,58,61,5,101,58,5,5,119,5,119,119,47,35
TUSCARAWAS-OH-2019-2,14,20,10,0,NA,38,39,12,127,85,12,3,86,3,86,104,42,82
TUSCARAWAS-OH-2019-3,11,40,11,0,NA,55,64,1,147,66,1,6,112,6,112,96,63,77
TUSCARAWAS-OH-2019-4,11,23,11,0,NA,49,47,16,145,79,16,9,103,9,103,111,45,83
TUSCARAWAS-OH-2019-5,15,37,10,0,NA,52,56,9,136,94,9,13,103,13,103,113,59,91
TUSCARAWAS-OH-2019-6,20,33,21,0,NA,55,53,5,156,68,5,11,100,11,100,101,59,88
TUSCARAWAS-OH-2019-7,19,28,18,0,NA,83,59,7,157,84,7,15,134,15,134,135,58,78
TUSCARAWAS-OH-2019-8,12,38,26,0,NA,70,46,4,101,58,4,7,113,7,113,90,62,32
TUSCARAWAS-OH-2019-9,21,42,26,0,NA,50,55,8,115,71,8,15,98,15,98,83,69,57
TUSCOLA-MI-2019-1,43,41,46,0,NA,73,75,0,91,45,0,36,111,36,111,100,66,8
TUSCOLA-MI-2019-10,22,24,46,0,NA,65,88,2,115,43,2,17,136,17,136,102,68,24
TUSCOLA-MI-2019-11,20,24,30,0,NA,57,44,0,68,24,0,13,88,13,88,56,52,6
TUSCOLA-MI-2019-12,31,39,35,3,NA,67,41,0,82,26,0,11,95,11,95,54,59,13
TUSCOLA-MI-2019-2,15,14,27,0,NA,41,44,0,55,25,0,13,72,13,72,54,44,7
TUSCOLA-MI-2019-3,55,57,134,1,NA,174,106,0,249,38,0,58,221,58,221,144,150,27
TUSCOLA-MI-2019-4,25,37,41,0,NA,50,76,0,77,47,0,35,88,35,88,57,77,21
TUSCOLA-MI-2019-5,34,40,50,0,NA,89,60,1,111,29,1,31,117,31,117,88,80,17
TUSCOLA-MI-2019-6,30,34,59,0,NA,109,73,1,137,32,1,18,165,18,165,116,78,12
TUSCOLA-MI-2019-7,20,19,59,0,NA,85,87,0,107,60,0,11,160,11,160,114,81,10
TUSCOLA-MI-2019-8,29,32,54,0,NA,90,98,0,131,54,0,30,156,30,156,138,77,11
TUSCOLA-MI-2019-9,48,49,57,0,NA,79,58,0,112,31,0,47,90,47,90,74,88,13
TWIN FALLS-ID-2019-1,55,42,64,0,NA,146,174,1,317,139,1,30,291,30,291,259,133,179
TWIN FALLS-ID-2019-10,54,55,91,0,NA,140,124,3,307,134,3,39,227,39,227,189,146,201
TWIN FALLS-ID-2019-11,63,55,72,1,NA,128,158,0,271,146,0,44,240,44,240,221,144,160
TWIN FALLS-ID-2019-12,58,53,75,0,NA,110,155,1,244,128,1,42,222,42,222,244,128,142
TWIN FALLS-ID-2019-2,50,58,59,0,NA,118,129,0,279,151,0,39,204,39,204,213,125,175
TWIN FALLS-ID-2019-3,53,60,63,0,NA,130,144,1,271,138,1,63,212,63,212,221,130,150
TWIN FALLS-ID-2019-4,59,60,84,0,NA,149,166,0,300,161,0,65,249,65,249,262,158,134
TWIN FALLS-ID-2019-5,63,60,94,0,NA,155,177,0,338,160,0,35,295,35,295,325,153,157
TWIN FALLS-ID-2019-6,92,77,123,0,NA,166,206,0,314,157,0,54,316,54,316,255,192,139
TWIN FALLS-ID-2019-7,62,69,77,0,NA,137,172,2,311,121,2,35,271,35,271,263,140,159
TWIN FALLS-ID-2019-8,63,60,93,0,NA,144,156,1,268,145,1,40,261,40,261,250,157,158
TWIN FALLS-ID-2019-9,63,55,78,0,NA,146,151,0,294,121,0,35,258,35,258,253,131,152
TYLER-WV-2019-1,1,1,1,0,NA,5,2,0,4,2,0,1,6,1,6,6,1,3
TYLER-WV-2019-10,0,2,0,0,NA,0,3,0,6,1,0,0,3,0,3,3,2,3
TYLER-WV-2019-11,4,4,3,0,NA,5,5,0,9,5,0,2,7,2,7,5,6,6
TYLER-WV-2019-12,3,3,1,0,NA,8,4,0,5,5,0,2,10,2,10,7,5,0
TYLER-WV-2019-2,2,2,3,0,NA,1,3,0,4,0,0,2,2,2,2,1,3,1
TYLER-WV-2019-3,1,1,0,0,NA,3,8,0,10,1,0,0,11,0,11,9,2,4
TYLER-WV-2019-4,3,2,2,0,NA,4,4,0,11,3,0,1,7,1,7,4,4,8
TYLER-WV-2019-5,9,10,5,0,NA,10,8,0,19,3,0,9,9,9,9,10,11,6
TYLER-WV-2019-6,2,1,0,0,NA,1,4,0,14,3,0,0,5,0,5,4,2,11
TYLER-WV-2019-7,2,2,5,0,NA,11,2,0,9,3,0,2,11,2,11,8,5,1
TYLER-WV-2019-8,7,6,8,0,NA,6,10,0,21,7,0,4,10,4,10,7,10,14
TYLER-WV-2019-9,3,2,2,0,NA,7,4,0,10,1,0,2,9,2,9,9,3,2
UINTAH-UT-2019-1,7,2,7,0,NA,16,14,0,44,13,0,5,23,5,23,23,13,35
UINTAH-UT-2019-10,15,13,14,0,NA,29,41,0,126,55,0,7,63,7,63,59,20,134
UINTAH-UT-2019-11,11,12,11,0,NA,29,39,0,125,69,0,15,50,15,50,33,32,149
UINTAH-UT-2019-12,7,10,8,0,NA,36,36,0,133,84,0,9,63,9,63,52,20,179
UINTAH-UT-2019-2,15,12,20,0,NA,28,19,1,68,26,1,9,36,9,36,17,33,63
UINTAH-UT-2019-3,7,8,16,0,NA,35,15,0,74,31,0,11,38,11,38,29,24,70
UINTAH-UT-2019-4,14,20,20,0,NA,40,32,0,78,39,0,14,52,14,52,27,46,65
UINTAH-UT-2019-5,7,10,13,0,NA,36,25,0,76,40,0,10,48,10,48,41,30,66
UINTAH-UT-2019-6,13,20,15,0,NA,29,35,0,61,31,0,15,49,15,49,34,34,54
UINTAH-UT-2019-7,15,10,9,0,NA,20,20,1,53,31,1,5,35,5,35,30,16,58
UINTAH-UT-2019-8,15,12,16,0,NA,55,30,0,111,36,0,13,72,13,72,58,23,103
UINTAH-UT-2019-9,15,23,19,0,NA,31,29,0,103,31,0,12,48,12,48,30,33,99
UMATILLA-OR-2019-1,34,46,65,0,NA,186,112,0,279,117,0,24,273,24,273,315,91,134
UMATILLA-OR-2019-10,25,27,31,0,NA,119,121,5,166,91,5,11,229,11,229,288,62,69
UMATILLA-OR-2019-11,35,34,45,0,NA,131,118,6,218,102,6,33,221,33,221,330,70,92
UMATILLA-OR-2019-12,24,22,29,0,NA,198,179,3,291,126,3,20,346,20,346,386,53,165
UMATILLA-OR-2019-2,25,29,49,2,NA,177,117,2,251,104,2,18,269,18,269,313,73,90
UMATILLA-OR-2019-3,23,30,45,0,NA,126,106,4,210,70,4,15,218,15,218,265,72,85
UMATILLA-OR-2019-4,28,29,49,0,NA,149,106,3,214,94,3,20,233,20,233,305,70,96
UMATILLA-OR-2019-5,25,30,44,0,NA,168,120,4,218,111,4,22,263,22,263,350,70,80
UMATILLA-OR-2019-6,45,50,54,0,NA,177,120,1,236,123,1,23,269,23,269,376,86,78
UMATILLA-OR-2019-7,48,47,42,0,NA,171,204,6,323,159,6,38,330,38,330,442,93,121
UMATILLA-OR-2019-8,37,29,49,0,NA,161,148,12,284,143,12,40,264,40,264,353,114,121
UMATILLA-OR-2019-9,44,51,50,0,NA,118,151,0,191,78,0,11,240,11,240,299,87,55
UNICOI-TN-2019-1,6,9,8,0,NA,13,24,1,23,15,1,3,35,3,35,23,19,11
UNICOI-TN-2019-10,9,10,16,0,NA,25,20,0,46,21,0,4,41,4,41,30,23,24
UNICOI-TN-2019-11,4,9,11,0,NA,22,12,0,29,11,0,4,30,4,30,17,23,12
UNICOI-TN-2019-12,6,6,10,0,NA,14,24,1,41,19,1,3,36,3,36,25,17,32
UNICOI-TN-2019-2,18,10,18,0,NA,39,38,0,69,21,0,8,69,8,69,41,36,31
UNICOI-TN-2019-3,7,10,30,0,NA,29,29,0,48,34,0,21,37,21,37,24,40,24
UNICOI-TN-2019-4,11,9,11,0,NA,24,29,0,44,18,0,1,52,1,52,38,24,22
UNICOI-TN-2019-5,21,27,14,0,NA,40,32,1,70,26,1,9,64,9,64,35,49,20
UNICOI-TN-2019-6,10,5,8,0,NA,18,16,0,44,8,0,1,33,1,33,28,18,16
UNICOI-TN-2019-7,10,8,6,0,NA,23,27,0,46,16,0,1,49,1,49,42,22,15
UNICOI-TN-2019-8,17,10,6,0,NA,25,17,1,41,15,1,2,41,2,41,20,26,18
UNICOI-TN-2019-9,16,12,8,0,NA,24,18,0,44,13,0,1,41,1,41,18,26,18
UNION-AR-2019-1,34,44,37,0,NA,85,114,2,103,50,2,14,183,14,183,160,71,28
UNION-AR-2019-10,36,39,46,0,NA,112,119,0,122,75,0,9,221,9,221,198,70,25
